Class ID	Preferred Label	Synonyms	Definitions	Obsolete	CUI	Semantic Types	Parents	AAL	ACR_ID	ACR_Term	Acronym	Anatomical_Site	Anterior_to	Attaches_to	Blood_Supply_of	Bounded_by	Bounds	Branch_Of	Branch_Part_of	Changes made to class	CMA_Label	Comment	Constitutional_Part_Of	Contained_In	Contains	Continuous_With	Created mm/dd/yyyy	Definition	Distal_to	Drains_Into	External_to	FMAID	Freesurfer	Has_Blood_Supply	Has_Branch	Has_Branch_Part	Has_Constitutional_Part	Has_Entrapment_Site	Has_Innervation_Source	Has_insertion	Has_Member	Has_origin	Has_Part	Has_Regional_Part	Has_Subtype	http://data.bioontology.org/metadata/prefixIRI	id	Image_URL	Inferior_to	Innervates	Insertion_of	Is_A	JHU_DTI-81	JHU_White-Matter_Tractography_Atlas	language	Left_Lateral_to	Lymphatic_Drainage	Lymphatic_Drainage_Of	May_Be_Caused_By	May_Cause	Member_Of	Misspelling of term	name	Name	Neurolex_ID	Neurolex_Term	Non-English_name	Origin_of	Part_Of	Posterior_to	Preferred_name	Preferred_Name_for_Obsolete	Preferred_name_German	Projects_From	Projects_To	Proximal_to	Radlex version of class change	Receives_attachment_from	Receives_Drainage_From	Receives_Input_From	Receives_Projection_From	Regional_Part_Of	Related_modality	Replaced_by	Right_Lateral_to	Segment_Of	Sends_Output_To	SNOMED_ID	SNOMED_Term	Source	Superior_to	Surrounded_by	Surrounds	Synonym	Synonym_German	Talairach	Term type	Term_Status	Tributary_Of	UMLS_ID	UMLS_Term	Unsanctioned Term
http://www.radlex.org/RID/#RID22974	meningeal branch of fourth cervical nerve			FALSE			http://www.radlex.org/RID/#RID22964																									65647													http://www.radlex.org/RID/#RID22976|http://www.radlex.org/RID/#RID22975	RID22974						http://www.radlex.org/RID/#RID22964																	http://www.radlex.org/RID/#RID44046		meningeal branch of fourth cervical nerve		Ramus meningeus des Nervus cervicalis IV									http://www.radlex.org/RID/#RID44046																				
http://www.radlex.org/RID/#RID12013	outer sheath of optic nerve	external sheath of optic nerve		FALSE			http://www.radlex.org/RID/#RID13763													loc												323318														RID12013						http://www.radlex.org/RID/#RID13763																	http://www.radlex.org/RID/#RID12003		outer sheath of optic nerve		Äußere Scheide des Nervus opticus				3.14																	external sheath of optic nerve								
http://www.radlex.org/RID/#RID19760	left second thoracic spinal ganglion			FALSE			http://www.radlex.org/RID/#RID19758																									6369														RID19760						http://www.radlex.org/RID/#RID19758																	http://www.radlex.org/RID/#RID18727		left second thoracic spinal ganglion		linkes zweites Thorakalspinalganglion									http://www.radlex.org/RID/#RID18727																				
http://www.radlex.org/RID/#RID20171	white communicating ramus of first intercostal nerve			FALSE			http://www.radlex.org/RID/#RID20170											http://www.radlex.org/RID/#RID22796								http://www.radlex.org/RID/#RID22796						7045													http://www.radlex.org/RID/#RID20173|http://www.radlex.org/RID/#RID20172	RID20171						http://www.radlex.org/RID/#RID20170																	http://www.radlex.org/RID/#RID22796		white communicating ramus of first intercostal nerve		Ramus communicans albus des Nervus intercostalis I									http://www.radlex.org/RID/#RID22796																				
http://www.radlex.org/RID/#RID42367	humeral head of right extensor carpi ulnaris			FALSE			http://www.radlex.org/RID/#RID42366																									298172														RID42367						http://www.radlex.org/RID/#RID42366																			humeral head of right extensor carpi ulnaris		Caput humerale des rechten Musculus extensor carpi ulnaris																													
http://www.radlex.org/RID/#RID41275	tendon of right scalenus anterior	right scalenus anterior tendon		FALSE			http://www.radlex.org/RID/#RID41274																									47891														RID41275						http://www.radlex.org/RID/#RID41274																			tendon of right scalenus anterior		Sehne des rechten Musculus scalenus anterior																					right scalenus anterior tendon								
http://www.radlex.org/RID/#RID32177	lumen of left intermediate major calyx	left intermediate major calyx lumen		FALSE			http://www.radlex.org/RID/#RID32175																									18756														RID32177						http://www.radlex.org/RID/#RID32175																			lumen of left intermediate major calyx		Lumen des linken mittleren Calix renalis major																					left intermediate major calyx lumen								
http://www.radlex.org/RID/#RID41825	diaphysis of proximal phalanx of index finger			FALSE			http://www.radlex.org/RID/#RID41824																									37557													http://www.radlex.org/RID/#RID41827|http://www.radlex.org/RID/#RID41826	RID41825						http://www.radlex.org/RID/#RID41824																			diaphysis of proximal phalanx of index finger		Diaphyse der proximalen Phalanx des Zeigefingers																													
http://www.radlex.org/RID/#RID43776	branch of median nerve to second lumbrical of hand			FALSE			http://www.radlex.org/RID/#RID43772												http://www.radlex.org/RID/#RID7255													291342													http://www.radlex.org/RID/#RID43778|http://www.radlex.org/RID/#RID43777	RID43776				http://www.radlex.org/RID/#RID43177		http://www.radlex.org/RID/#RID43772																	http://www.radlex.org/RID/#RID7255		branch of median nerve to second lumbrical of hand		Ramus des Nervus medianus zum 2. Musculus lumbricalis der Hand									http://www.radlex.org/RID/#RID7255																				
http://www.radlex.org/RID/#RID48116	muscle body of gastrocnemius			FALSE			http://www.radlex.org/RID/#RID40190																									311592													http://www.radlex.org/RID/#RID48120|http://www.radlex.org/RID/#RID48117	RID48116						http://www.radlex.org/RID/#RID40190																			muscle body of gastrocnemius		Muskelkörper des Musculus gastrocnemius																													
http://www.radlex.org/RID/#RID46977	radial nerve component of middle trunk segment of seventh cervical nerve	radial nerve component of middle trunk segment of C7		FALSE			http://www.radlex.org/RID/#RID46961																			http://www.radlex.org/RID/#RID46974|http://www.radlex.org/RID/#RID46965			http://www.radlex.org/RID/#RID46974			307094													http://www.radlex.org/RID/#RID46979|http://www.radlex.org/RID/#RID46978	RID46977						http://www.radlex.org/RID/#RID46961																	http://www.radlex.org/RID/#RID46971		radial nerve component of middle trunk segment of seventh cervical nerve		zum Nervus radialis gehörender Teil des zum Nervus cervicalis VII gehörenden Teils des Truncus medius			http://www.radlex.org/RID/#RID46965						http://www.radlex.org/RID/#RID46971												radial nerve component of middle trunk segment of C7								
http://www.radlex.org/RID/#RID1385	heart		"The hollow, muscular organ that maintains the circulation of the blood. [MeSH]"	FALSE			http://www.radlex.org/RID/#RID34892																			http://www.radlex.org/RID/#RID1384		"The hollow, muscular organ that maintains the circulation of the blood. [MeSH]"									http://www.radlex.org/RID/#RID28728						http://www.radlex.org/RID/#RID29225|http://www.radlex.org/RID/#RID28728|http://www.radlex.org/RID/#RID1393|http://www.radlex.org/RID/#RID1386	http://www.radlex.org/RID/#RID29225		RID1385						http://www.radlex.org/RID/#RID34892																	http://www.radlex.org/RID/#RID13181		heart		Herz									http://www.radlex.org/RID/#RID13181								Playbook										C0018787	heart	
http://www.radlex.org/RID/#RID28195	dura mater of posterior root of right ninth thoracic nerve			FALSE			http://www.radlex.org/RID/#RID28194																									266691														RID28195						http://www.radlex.org/RID/#RID28194																			dura mater of posterior root of right ninth thoracic nerve		Dura mater der Radix posterior des rechten Nervus thoracicus IX																													
http://www.radlex.org/RID/#RID10401	atherectomy		"Endovascular procedure in which atheromatous plaque is excised by a cutting or rotating catheter. It differs from balloon and laser angioplasty procedures which enlarge vessels by dilation but frequently do not remove much plaque. If the plaque is removed by surgical excision under general anesthesia rather than by an endovascular procedure through a catheter, it is called endarterectomy. [MeSH]"	FALSE			http://www.radlex.org/RID/#RID1561																					"Endovascular procedure in which atheromatous plaque is excised by a cutting or rotating catheter. It differs from balloon and laser angioplasty procedures which enlarge vessels by dilation but frequently do not remove much plaque. If the plaque is removed by surgical excision under general anesthesia rather than by an endovascular procedure through a catheter, it is called endarterectomy. [MeSH]"																		RID10401						http://www.radlex.org/RID/#RID1561																			atherectomy		Atherektomie																											C0162513	atherectomy	
http://www.radlex.org/RID/#RID23043	meningeal branch of first sacral nerve			FALSE			http://www.radlex.org/RID/#RID23042											http://www.radlex.org/RID/#RID18258								http://www.radlex.org/RID/#RID25161|http://www.radlex.org/RID/#RID18258|http://www.radlex.org/RID/#RID25086|http://www.radlex.org/RID/#RID24988						16713			http://www.radlex.org/RID/#RID25161|http://www.radlex.org/RID/#RID25086|http://www.radlex.org/RID/#RID24988								http://www.radlex.org/RID/#RID25161|http://www.radlex.org/RID/#RID25086|http://www.radlex.org/RID/#RID24988	http://www.radlex.org/RID/#RID25161|http://www.radlex.org/RID/#RID25086|http://www.radlex.org/RID/#RID24988	http://www.radlex.org/RID/#RID23045|http://www.radlex.org/RID/#RID23044	RID23043						http://www.radlex.org/RID/#RID23042																	http://www.radlex.org/RID/#RID18258		meningeal branch of first sacral nerve		Ramus meningeus des Nervus sacralis I									http://www.radlex.org/RID/#RID18258																				
http://www.radlex.org/RID/#RID34642	calcifications		"[BI-RADS]: Mammo:  As an associated feature, this may be used in conjunction with one or more other findings to describe calcifications within or immediately adjacent to the finding(s) (see descriptors or calcifications, section B of BI-RADS)."	FALSE			http://www.radlex.org/RID/#RID34606													"def, source"								"[BI-RADS]: Mammo:  As an associated feature, this may be used in conjunction with one or more other findings to describe calcifications within or immediately adjacent to the finding(s) (see descriptors or calcifications, section B of BI-RADS)."																	http://www.radlex.org/RID/#RID49682|http://www.radlex.org/RID/#RID49681|http://www.radlex.org/RID/#RID49680	RID34642						http://www.radlex.org/RID/#RID34606								http://www.radlex.org/RID/#RID35617	http://www.radlex.org/RID/#RID34277										calcifications		Verkalkungen				9/22/2014													"BI-RADS 5,"												
http://www.radlex.org/RID/#RID25306	anterior branch of lateral cutaneous branch of right subcostal nerve			FALSE			http://www.radlex.org/RID/#RID25305											http://www.radlex.org/RID/#RID23324	http://www.radlex.org/RID/#RID23324							http://www.radlex.org/RID/#RID23324						11551														RID25306						http://www.radlex.org/RID/#RID25305																	http://www.radlex.org/RID/#RID23324		anterior branch of lateral cutaneous branch of right subcostal nerve		Ramus anterior des Ramus cutaneus lateralis des rechten Nervus subcostalis									http://www.radlex.org/RID/#RID23324																				
http://www.radlex.org/RID/#RID49574	multiple days			FALSE			http://www.radlex.org/RID/#RID49573													new							8/19/2014																			RID49574						http://www.radlex.org/RID/#RID49573																			multiple days		mehrere Tage				3.12													Playbook												
http://www.radlex.org/RID/#RID31657	muscle layer of superior part of duodenum			FALSE			http://www.radlex.org/RID/#RID31654																http://www.radlex.org/RID/#RID31416									17112														RID31657						http://www.radlex.org/RID/#RID31654																	http://www.radlex.org/RID/#RID31416		muscle layer of superior part of duodenum		Muskelschicht des oberen Teils des Duodenums																						Muskelschicht der pars superior des Duodenums							
http://www.radlex.org/RID/#RID18690	anterior root of right first sacral nerve			FALSE			http://www.radlex.org/RID/#RID18689																									18039														RID18690						http://www.radlex.org/RID/#RID18689																	http://www.radlex.org/RID/#RID44116|http://www.radlex.org/RID/#RID18259		anterior root of right first sacral nerve		Radix anterior des rechten Nervus sacralis I									http://www.radlex.org/RID/#RID44116|http://www.radlex.org/RID/#RID18259																				
http://www.radlex.org/RID/#RID41391	tendon of right third interspinalis lumborum			FALSE			http://www.radlex.org/RID/#RID41390																									223246														RID41391						http://www.radlex.org/RID/#RID41390																			tendon of right third interspinalis lumborum		Sehne des rechten Musculus interspinalis lumborum III																													
http://www.radlex.org/RID/#RID40755	short head region of muscle body of left biceps brachii	muscle body segment of short head of left biceps brachii|muscle body of short head of left biceps brachii		FALSE			http://www.radlex.org/RID/#RID40753																http://www.radlex.org/RID/#RID42378									298734											http://www.radlex.org/RID/#RID46629|http://www.radlex.org/RID/#RID40509	http://www.radlex.org/RID/#RID46629|http://www.radlex.org/RID/#RID40509		RID40755						http://www.radlex.org/RID/#RID40753																	http://www.radlex.org/RID/#RID42378|http://www.radlex.org/RID/#RID40248		short head region of muscle body of left biceps brachii		Region des Caput breve des Muskelkörpers des linken Musculus biceps brachii									http://www.radlex.org/RID/#RID40248												muscle body segment of short head of left biceps brachii|muscle body of short head of left biceps brachii								
http://www.radlex.org/RID/#RID47046	lateral cord segment of C5 root of left median nerve			FALSE			http://www.radlex.org/RID/#RID47044																http://www.radlex.org/RID/#RID48010|http://www.radlex.org/RID/#RID47151			http://www.radlex.org/RID/#RID47049|http://www.radlex.org/RID/#RID47052			http://www.radlex.org/RID/#RID47049			307329														RID47046						http://www.radlex.org/RID/#RID47044																	http://www.radlex.org/RID/#RID48010|http://www.radlex.org/RID/#RID47055|http://www.radlex.org/RID/#RID47037|http://www.radlex.org/RID/#RID47151		lateral cord segment of C5 root of left median nerve		laterales Strangsegment der Wurzel des linken Nervus medianus in Segment C5			http://www.radlex.org/RID/#RID47052						http://www.radlex.org/RID/#RID47055|http://www.radlex.org/RID/#RID47037																				
http://www.radlex.org/RID/#RID37406	internal pyramidal layer of Brodmann area 33	internal pyramidal lamina of Brodmann area 33		FALSE			http://www.radlex.org/RID/#RID37393																http://www.radlex.org/RID/#RID13148									282911													http://www.radlex.org/RID/#RID37408|http://www.radlex.org/RID/#RID37407	RID37406						http://www.radlex.org/RID/#RID37393																	http://www.radlex.org/RID/#RID13148		internal pyramidal layer of Brodmann area 33		innere Pyramidenzellschicht des Brodmann-Areals 33																					internal pyramidal lamina of Brodmann area 33								
http://www.radlex.org/RID/#RID164	anus		The external outlet of the gastrointestinal tract. [MeSH]	FALSE			http://www.radlex.org/RID/#RID13251																					The external outlet of the gastrointestinal tract. [MeSH]															http://www.radlex.org/RID/#RID165			RID164						http://www.radlex.org/RID/#RID13251																	http://www.radlex.org/RID/#RID130		anus		Anus																											C0003461	anus	
http://www.radlex.org/RID/#RID7702	infraauricular lymph node	infra-auricular lymph node		FALSE			http://www.radlex.org/RID/#RID7700																																							RID7702						http://www.radlex.org/RID/#RID7700																	http://www.radlex.org/RID/#RID7488		infraauricular lymph node		infraaurikulärer Lymphknoten																					infra-auricular lymph node								
http://www.radlex.org/RID/#RID47140	median nerve component of anterior root of right seventh cervical nerve	median nerve component of ventral root of right seventh cervical nerve		FALSE			http://www.radlex.org/RID/#RID47139																http://www.radlex.org/RID/#RID45182			http://www.radlex.org/RID/#RID47137						309154														RID47140						http://www.radlex.org/RID/#RID47139																	http://www.radlex.org/RID/#RID45452|http://www.radlex.org/RID/#RID45182		median nerve component of anterior root of right seventh cervical nerve		zum Nervus medianus gehörender Teil der Radix anterior des rechten Nervus cervicalis VII			http://www.radlex.org/RID/#RID47137						http://www.radlex.org/RID/#RID45452												median nerve component of ventral root of right seventh cervical nerve								
http://www.radlex.org/RID/#RID49091	distal zone of gastrocnemius	distal end of gastrocnemius|distal region of gastrocnemius		FALSE			http://www.radlex.org/RID/#RID49090																									311538											http://www.radlex.org/RID/#RID48434	http://www.radlex.org/RID/#RID48434	http://www.radlex.org/RID/#RID49093|http://www.radlex.org/RID/#RID49092	RID49091						http://www.radlex.org/RID/#RID49090																	http://www.radlex.org/RID/#RID2920		distal zone of gastrocnemius		distale Zone des Musculus gastrocnemius									http://www.radlex.org/RID/#RID2920												distal end of gastrocnemius|distal region of gastrocnemius								
http://www.radlex.org/RID/#RID35040	bird's beak sign of colon	"bird's beak sign, bird beak sign, beak sign"	Contrast flow stops and forms sharp beak shape on barium enema; rectum is also distended. Suggests sigmoid volvulus. May form two opposing beaks if contrast passes stenosis.	FALSE			http://www.radlex.org/RID/#RID29023					http://www.radlex.org/RID/#RID163|http://www.radlex.org/RID/#RID31011																Contrast flow stops and forms sharp beak shape on barium enema; rectum is also distended. Suggests sigmoid volvulus. May form two opposing beaks if contrast passes stenosis.																		RID35040						http://www.radlex.org/RID/#RID29023							http://www.radlex.org/RID/#RID34604												bird's beak sign of colon		bird's beak sign of colon (EN)										http://www.radlex.org/RID/#RID34426							"Eisenberg, Ronald L. Atlas of Signs in Radiology."				"bird's beak sign, bird beak sign, beak sign"								
http://www.radlex.org/RID/#RID28443	right parataenial nucleus	right paratenial nucleus		FALSE			http://www.radlex.org/RID/#RID28444																									72988														RID28443						http://www.radlex.org/RID/#RID28444																			right parataenial nucleus		rechter Nucleus parataenialis																					right paratenial nucleus								
http://www.radlex.org/RID/#RID16578	neural network of region of limb			FALSE			http://www.radlex.org/RID/#RID16526																									86860													http://www.radlex.org/RID/#RID16601|http://www.radlex.org/RID/#RID16579	RID16578						http://www.radlex.org/RID/#RID16526																			neural network of region of limb		neuronales Netz einer Region der Gliedmaße																													
http://www.radlex.org/RID/#RID50384	set of pedal lymphatic vessels	pedal lymphatic vessels		FALSE			http://www.radlex.org/RID/#RID50275													new							3/13/2018																			RID50384						http://www.radlex.org/RID/#RID50275																			set of pedal lymphatic vessels						3.15													LOINC				pedal lymphatic vessels								
http://www.radlex.org/RID/#RID40744	belly of left subscapularis	muscle body proper of left subscapularis		FALSE			http://www.radlex.org/RID/#RID40742																			http://www.radlex.org/RID/#RID40770|http://www.radlex.org/RID/#RID40799						298994														RID40744						http://www.radlex.org/RID/#RID40742																	http://www.radlex.org/RID/#RID43070|http://www.radlex.org/RID/#RID40232		belly of left subscapularis		Bauch des linken Musculus subscapularis									http://www.radlex.org/RID/#RID43070|http://www.radlex.org/RID/#RID40232												muscle body proper of left subscapularis								
http://www.radlex.org/RID/#RID45896	OrderSupplies	Order Supplies	Order any needed supplies / medications for procedure	FALSE			http://www.radlex.org/RID/#RID45812																					Order any needed supplies / medications for procedure																		RID45896						http://www.radlex.org/RID/#RID45812																			OrderSupplies		OrderSupplies																	SIIM				Order Supplies								
http://www.radlex.org/RID/#RID1597	portal-systemic shunt surgery			FALSE			http://www.radlex.org/RID/#RID1591																																							RID1597						http://www.radlex.org/RID/#RID1591																			portal-systemic shunt surgery		Porto-systemische Shunttherapie																													
http://www.radlex.org/RID/#RID41286	tendon of stylohyoid	stylohyoid tendon|tendon of stylohyoid muscle		FALSE			http://www.radlex.org/RID/#RID6067																									48040													http://www.radlex.org/RID/#RID41288|http://www.radlex.org/RID/#RID41287	RID41286						http://www.radlex.org/RID/#RID6067																			tendon of stylohyoid		Sehne des Musculus stylohyoideus																					stylohyoid tendon|tendon of stylohyoid muscle								
http://www.radlex.org/RID/#RID49536	set of intercostal arteries	intercostal arteries		FALSE			http://www.radlex.org/RID/#RID28585													new							8/19/2014														http://www.radlex.org/RID/#RID884					RID49536						http://www.radlex.org/RID/#RID28585																			set of intercostal arteries		Gruppe der Arteriae intercostales				3.12													Playbook				intercostal arteries								
http://www.radlex.org/RID/#RID7126	frontal horn of lateral ventricle	anterior horn of lateral ventricle		FALSE			http://www.radlex.org/RID/#RID13790																									74520													http://www.radlex.org/RID/#RID13799|http://www.radlex.org/RID/#RID13798	RID7126						http://www.radlex.org/RID/#RID13790															"cornu anterius ventriculi lateralis|cornu frontale ventriculi lateralis|ventriculus lateralis, cornu anterius|cornu anterius (ventriculi lateralis)|cornu frontale (ventriculi lateralis)"		http://www.radlex.org/RID/#RID7124		frontal horn of lateral ventricle		cornu anterius ventriculi lateralis									http://www.radlex.org/RID/#RID7124												anterior horn of lateral ventricle	cornu frontale ventriculi lateralis|cornu anterius (ventriculi lateralis)							
http://www.radlex.org/RID/#RID28432	dorsal column-medial lemniscal pathway structure	anatomical dorsal column-medial leminscal pathway		FALSE			http://www.radlex.org/RID/#RID13479																									258685											http://www.radlex.org/RID/#RID20503|http://www.radlex.org/RID/#RID17317|http://www.radlex.org/RID/#RID17337|http://www.radlex.org/RID/#RID17614|http://www.radlex.org/RID/#RID6941|http://www.radlex.org/RID/#RID19656|http://www.radlex.org/RID/#RID17605	http://www.radlex.org/RID/#RID20503|http://www.radlex.org/RID/#RID17317|http://www.radlex.org/RID/#RID17337|http://www.radlex.org/RID/#RID17614|http://www.radlex.org/RID/#RID6941|http://www.radlex.org/RID/#RID19656|http://www.radlex.org/RID/#RID17605	http://www.radlex.org/RID/#RID34160|http://www.radlex.org/RID/#RID13490|http://www.radlex.org/RID/#RID13491|http://www.radlex.org/RID/#RID34161	RID28432						http://www.radlex.org/RID/#RID13479																			dorsal column-medial lemniscal pathway structure		Struktur des Bahnsystems der Hintersäule und des Lemniscus medialis																					anatomical dorsal column-medial leminscal pathway								
http://www.radlex.org/RID/#RID41380	tendon of interspinalis thoracis	tendon of interspinalis thoracis muscle|interspinalis thoracis tendon		FALSE			http://www.radlex.org/RID/#RID6067																									48564													http://www.radlex.org/RID/#RID41382|http://www.radlex.org/RID/#RID41381	RID41380						http://www.radlex.org/RID/#RID6067																			tendon of interspinalis thoracis		Sehne des Musculus interspinalis thoracis																					tendon of interspinalis thoracis muscle|interspinalis thoracis tendon								
http://www.radlex.org/RID/#RID47035	median nerve component of trunk of anterior division of anterior ramus of fifth cervical nerve	median nerve component of trunk of anterior division of anterior ramus of C5		FALSE			http://www.radlex.org/RID/#RID47025																http://www.radlex.org/RID/#RID46094									307298											http://www.radlex.org/RID/#RID47044|http://www.radlex.org/RID/#RID47047	http://www.radlex.org/RID/#RID47044|http://www.radlex.org/RID/#RID47047	http://www.radlex.org/RID/#RID47037|http://www.radlex.org/RID/#RID47036	RID47035						http://www.radlex.org/RID/#RID47025																	http://www.radlex.org/RID/#RID45445|http://www.radlex.org/RID/#RID46094		median nerve component of trunk of anterior division of anterior ramus of fifth cervical nerve		zum Nervus medianus gehörender Teil des Truncus des anterioren Teils des Ramus anterior des Nervus cervicalis V									http://www.radlex.org/RID/#RID45445												median nerve component of trunk of anterior division of anterior ramus of C5								
http://www.radlex.org/RID/#RID1961	anatomic space of shoulder girdle			FALSE			http://www.radlex.org/RID/#RID13217																																						http://www.radlex.org/RID/#RID1964|http://www.radlex.org/RID/#RID1963|http://www.radlex.org/RID/#RID1965|http://www.radlex.org/RID/#RID1966|http://www.radlex.org/RID/#RID1962	RID1961						http://www.radlex.org/RID/#RID13217																	http://www.radlex.org/RID/#RID1852		anatomic space of shoulder girdle		Anatomischer Raum des Schultergürtels																													
http://www.radlex.org/RID/#RID3162	extensor digitorum brevis muscle			FALSE			http://www.radlex.org/RID/#RID3161																																http://www.radlex.org/RID/#RID7359							RID3162						http://www.radlex.org/RID/#RID3161																			extensor digitorum brevis muscle		Musculus extensor digitorum brevis																													
http://www.radlex.org/RID/#RID14382	branch of right lingual nerve to right sublingual ganglion			FALSE			http://www.radlex.org/RID/#RID14381											http://www.radlex.org/RID/#RID14372								http://www.radlex.org/RID/#RID14372						53241														RID14382						http://www.radlex.org/RID/#RID14381																	http://www.radlex.org/RID/#RID14372		branch of right lingual nerve to right sublingual ganglion		Ramus des rechten Nervus lingualis zum rechten Ganglion sublinguale									http://www.radlex.org/RID/#RID14372																				
http://www.radlex.org/RID/#RID6741	pontine nucleus			FALSE			http://www.radlex.org/RID/#RID20454													syn												272295													http://www.radlex.org/RID/#RID20944|http://www.radlex.org/RID/#RID20943|http://www.radlex.org/RID/#RID6758|http://www.radlex.org/RID/#RID6749	RID6741						http://www.radlex.org/RID/#RID20454																	http://www.radlex.org/RID/#RID6728		pontine nucleus		Nucleus pontis				3.15																									
http://www.radlex.org/RID/#RID37530	external granular layer of Brodmann area 40			FALSE			http://www.radlex.org/RID/#RID37526																http://www.radlex.org/RID/#RID7042									282623													http://www.radlex.org/RID/#RID37532|http://www.radlex.org/RID/#RID37531	RID37530						http://www.radlex.org/RID/#RID37526																	http://www.radlex.org/RID/#RID7042		external granular layer of Brodmann area 40		äußere Körnerschicht des Brodmann-Areals 40																													
http://www.radlex.org/RID/#RID43881	proximal tendon of right rhomboid minor			FALSE			http://www.radlex.org/RID/#RID43880																http://www.radlex.org/RID/#RID43056									301564														RID43881						http://www.radlex.org/RID/#RID43880																	http://www.radlex.org/RID/#RID43056		proximal tendon of right rhomboid minor		proximale Sehne des rechten Musculus rhomboideus minor																													
http://www.radlex.org/RID/#RID22407	trunk of right sural nerve	right sural neural trunk		FALSE			http://www.radlex.org/RID/#RID22406																									78844														RID22407						http://www.radlex.org/RID/#RID22406																			trunk of right sural nerve		Truncus des rechten Nervus suralis																					right sural neural trunk								
http://www.radlex.org/RID/#RID19097	rootlet of left first thoracic nerve	left first thoracic neural rootlet		FALSE			http://www.radlex.org/RID/#RID19095																									22195														RID19097						http://www.radlex.org/RID/#RID19095																			rootlet of left first thoracic nerve		Wurzelfasern des linken Nervus thoracicus I																					left first thoracic neural rootlet								
http://www.radlex.org/RID/#RID4372	lymphangioleiomyomatosis		"A disease characterized by the progressive invasion of smooth muscle cells into the lymphatic vessels, and the blood vessels. The majority of the cases occur in the lungs of women of child-bearing age, eventually blocking the flow of air, blood, and lymph. The common symptom is shortness of breath (dyspnea). [MeSH]"	FALSE			http://www.radlex.org/RID/#RID4368					http://www.radlex.org/RID/#RID4|http://www.radlex.org/RID/#RID30383																"A disease characterized by the progressive invasion of smooth muscle cells into the lymphatic vessels, and the blood vessels. The majority of the cases occur in the lungs of women of child-bearing age, eventually blocking the flow of air, blood, and lymph. The common symptom is shortness of breath (dyspnea). [MeSH]"																		RID4372						http://www.radlex.org/RID/#RID4368																			lymphangioleiomyomatosis		Lymphangioleiomyomatose																											C0751674	lymphangioleiomyomatosis	
http://www.radlex.org/RID/#RID40442	muscle body of right extensor hallucis longus			FALSE			http://www.radlex.org/RID/#RID40441																http://www.radlex.org/RID/#RID48458									298008														RID40442						http://www.radlex.org/RID/#RID40441																	http://www.radlex.org/RID/#RID48458		muscle body of right extensor hallucis longus		Muskelkörper des rechten Musculus extensor hallucis longus																													
http://www.radlex.org/RID/#RID49630	long tube insertion			FALSE			http://www.radlex.org/RID/#RID43245													new							8/19/2014																			RID49630						http://www.radlex.org/RID/#RID43245																			long tube insertion		Einführung eines langen Tubus				3.12													Playbook												
http://www.radlex.org/RID/#RID13309	RID13309			FALSE			http://www.radlex.org/RID/#RID15849															duplicate																								RID13309						http://www.radlex.org/RID/#RID15849																				radial sulcus												RID1992														Retired				
http://www.radlex.org/RID/#RID41599	tendon of left extensor digitorum to left middle finger			FALSE			http://www.radlex.org/RID/#RID41597																									49228														RID41599						http://www.radlex.org/RID/#RID41597																			tendon of left extensor digitorum to left middle finger		Sehne des linken Musculus extensor digitorum zum linken Mittelfinger																													
http://www.radlex.org/RID/#RID29521	portion of serous fluid	serous fluid	Transudate contained in a serous sac.	FALSE			http://www.radlex.org/RID/#RID38626																					Transudate contained in a serous sac.				20932					http://www.radlex.org/RID/#RID34895						http://www.radlex.org/RID/#RID34895		http://www.radlex.org/RID/#RID13429|http://www.radlex.org/RID/#RID29522	RID29521						http://www.radlex.org/RID/#RID38626																			portion of serous fluid		Menge an seröser Flüssigkeit																					serous fluid								
http://www.radlex.org/RID/#RID6900	molecular layer of cerebellar cortex			FALSE			http://www.radlex.org/RID/#RID15625																http://www.radlex.org/RID/#RID15572									83897											http://www.radlex.org/RID/#RID33965|http://www.radlex.org/RID/#RID33964	http://www.radlex.org/RID/#RID33965|http://www.radlex.org/RID/#RID33964		RID6900						http://www.radlex.org/RID/#RID15625															stratum moleculare corticis cerebelli		http://www.radlex.org/RID/#RID15572		molecular layer of cerebellar cortex		stratum moleculare corticis cerebelli																						Stratum moleculare cerebelli							
http://www.radlex.org/RID/#RID33	probably	probable	[LIRADS] Likely to be true.	FALSE			http://www.radlex.org/RID/#RID29																					[LIRADS] Likely to be true.																		RID33						http://www.radlex.org/RID/#RID29																			probably		wahrscheinlich																	LI-RADS				probable								
http://www.radlex.org/RID/#RID6307	paraspinal			FALSE			http://www.radlex.org/RID/#RID39102																																							RID6307						http://www.radlex.org/RID/#RID39102																			paraspinal		paraspinal																													
http://www.radlex.org/RID/#RID27020	t3 segment of marginal zone of right dorsal gray column of spinal cord			FALSE			http://www.radlex.org/RID/#RID27019																									257968														RID27020						http://www.radlex.org/RID/#RID27019																	http://www.radlex.org/RID/#RID27312		t3 segment of marginal zone of right dorsal gray column of spinal cord		Segment T3 der marginalen Zone der rechten Hintersäule des Rückenmarks									http://www.radlex.org/RID/#RID27312																				
http://www.radlex.org/RID/#RID37981	muscular tributary of ventral tributary of left lumbar vein			FALSE			http://www.radlex.org/RID/#RID37967																									15550														RID37981						http://www.radlex.org/RID/#RID37967																			muscular tributary of ventral tributary of left lumbar vein		Ramus muscularis des ventralen Zuflusses der linken Vena lumbalis																													
